name,order,trigger,invocationService,invocationAction,rollbackService,rollbackAction,_id,status,error,rollbackError,saga_instance_id
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,6a063a9c-618a-40e2-bb76-c1fdf10a4191,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,17a16b6e-b7fd-46bf-af84-5fcee01986e6,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e7329be5-1a4c-4a25-98a4-8ba3a0934c0c,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e74e8aa6-d19f-4d0a-b82f-e461336c02b2,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,be26c305-27e2-4594-bbe9-7f6e3f1cdb01,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,7de56070-ff15-40d5-8d9a-2df357d5ffe1,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,63e1db4b-d35f-4179-b0b5-3bd974d9552f,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,6f4a4c8d-bea6-4b44-a864-99976190e26f,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ec134600-261d-40c8-95aa-46dc5cbb8a8b,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,172f1319-f54b-40e4-a35d-2384b1543194,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,efc211a0-81ac-49a7-b4a2-0607557f67fc,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9aceb7c6-a93e-4ed6-b79c-d9cea5f0b5bb,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,97daaf69-b476-43dd-9e61-9d47ecd723a1,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,2cb37e3a-8dbe-4845-a9a4-a9380ab94f16,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f1e5c104-6813-4999-91b4-7df191fa4eff,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,09f4645c-d4c0-43fc-9d55-41b9338b1112,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9aba66f1-bd91-4a58-b028-957b75e1f391,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,7848e2fd-dc4f-49b1-b32b-abe512bc2c57,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,edbfabbb-2012-4843-b96d-4b05a464abfd,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,12c08519-c267-4006-9d49-35a549beb09a,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,dac9f298-e22a-404f-818e-e62c95080256,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,3963c879-e535-4d56-8cbb-294379b9608d,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,96ed278f-8c55-4038-9067-40802a8319b6,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f978c3ff-71f3-42e4-bd75-5066b875ecbc,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,035d34e8-46d7-4e11-9b45-b26fdceaf5b8,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,dc6ac4de-4f91-4366-8e60-260d739b187f,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a97cf055-2046-48c9-a605-716cf28ba019,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,a26857bc-5780-4593-946a-12305605276f,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,cc4e4587-03a3-4052-8488-08de3ec933e1,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,a2a5fab6-6c9d-431a-9a5c-bc895d1d3ed8,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,bef0f423-361f-463f-b9b7-8adc07a113af,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,30db0b2d-5d86-4e30-a0f9-4ab130412602,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1031bb72-c752-463c-a073-c6b9381788a9,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,90293b8b-0e6d-4e63-91e1-07161266a12f,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,c67f6c20-4478-4751-b46a-4e14f58efe18,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,a14178e8-e9a6-4d17-9242-b0432be7c4b9,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,de72a5f9-737e-4d85-b574-fb308cfd5797,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,70b54cf2-fa2f-49c1-a532-06fee86e5357,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,421d401c-4339-4c15-afeb-1ee3bca19d82,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,9d9111ee-fdcf-4dc2-aa7f-800585c73b1e,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d3af6592-9207-475f-bc07-72144d81f965,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,354b9f7e-b723-455f-9737-2b294ff3e9d4,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,84a887d7-3478-4eef-8888-29b2696e4c7f,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,ea183998-305c-4349-8797-c6df40e9872c,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,68f86a2a-f207-4956-8faa-35c71e80fa9b,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,22a1d5be-c07e-4f68-91e2-1c7435b9ea14,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,662f317c-60ea-44f7-89a2-1a8ba733cbe2,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,bc0705db-fdc7-4e1a-b396-8442ef2cc228,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,64c5ce77-a2bc-4e08-b50e-76d9562d21c2,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,89fdeac3-0e88-4d62-b35b-2584b830f053,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b2cfd956-bbfa-442e-a00a-11791754676d,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,5d643c07-7d45-4c91-a207-d0e880f51b83,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,16549bb9-1e63-4da2-917e-11f543cfa3f8,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,3203826c-411b-4428-81cd-341c0ca4a49a,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7af840a5-22f9-40c1-8104-3fe1d2802ddd,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,b6be0e1b-dba3-4102-bacf-bd818291f84f,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,df8ab065-98ed-442a-ace3-e1e124c77146,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,adbdf0c4-6e94-4461-bab8-1fb1c8b9f98a,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,798ca920-82d9-41bb-b63a-2288729df159,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,2ceb78e8-d6fc-43d8-aef7-e2d6a251f7fc,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d36ee7a9-871c-4e83-8227-d4b5f825b581,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,d3aa6a85-644c-4b6f-b049-e61d08437129,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f06e1f09-8c5d-4b39-b840-6f5f4600182c,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,f4b164d5-3ab5-4354-881d-3a664e158582,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,261bc803-09d0-45f1-8fdb-e20fd73dd614,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,8d7391d0-169b-4b34-b001-3427aa7b204b,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d53486d6-a98b-4378-8669-bb673f8aad79,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,95dfc922-1b93-4c70-a9b7-aeb9f4b8cc42,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,aaafbf92-d148-4d96-96c3-e03ccc83c5c1,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,a8513f73-7532-4863-aaef-67909eb96756,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,509e29f4-cac7-4cfc-905d-68be36672a13,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,e1b63c7a-eb69-4eb5-9ecb-2629b7199cf0,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,c8a880b8-7b36-4db3-8f30-ea3b7ab9c521,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,a28b3eb2-f996-4177-83cc-6657e9991c41,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7f91271f-30c3-46aa-9eeb-6e47b54e0292,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,8a771144-ed31-42b3-8d59-8b78390ee226,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f0003277-8524-4e11-a08e-926750aed372,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,2aed9e37-2ce6-44a3-9e4c-5e0b2bae4ec2,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,9b156a1e-43dc-4c4a-a484-82337c2da50f,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,d39bb61a-2a87-49f9-8961-b0f8eed9d2cc,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,58c7f00b-2839-4810-bb08-e2516025982c,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,6a1fa5a0-a40a-4277-910e-136352c74cde,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,e8a3a01d-0def-40d9-858d-00c45adabcef,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,fd396089-0a21-495b-bdb5-2a730ad466f3,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1d9a5f72-a438-44f8-a014-51cd554a4462,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,fe3b2269-e15b-41f1-b408-e3367691e1c3,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,62b41260-9774-4721-a8f7-8e91c1cc09f1,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,780076b1-5951-4470-9a02-c33ac9484c63,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,5229021a-5e0d-445b-a040-c177c9c67369,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,b0ad06c5-2893-4853-9616-fc1cfce93f26,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,62ab0aea-fe4d-4a69-8c19-0c170dddcbd4,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,0bc2c56e-3793-4902-a939-24a73460170f,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,a0ac30d2-9dff-4917-9d0b-c91896d5d938,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,e31ec470-4414-42f7-8f67-51a5ced884a9,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,bba50b0a-2a7a-45e1-9579-03cc86462504,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,4e75a25a-e975-494c-8a86-21052c5755c2,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,63027cb0-f891-430d-ac84-1f0941d051e7,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,2f112989-4605-4b93-8116-1a8d54038030,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,138aca66-7879-47e9-8e69-208f5f8dd534,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0ececd96-24f2-431a-936f-c5718e44dacd,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b816ae51-ab14-4d0a-9af6-6d3e8634733b,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,185bbcbf-b0d0-4e52-9900-bdb23530ba92,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,f034f225-bb6b-4de1-8384-8cef96391692,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,b9948aae-3216-4982-b705-baf42eba4d72,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,5012bc3b-175c-484e-ac93-721ebfb5d926,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,30e39e30-8905-4186-bab2-88c8bcd58ca4,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ef8dbf2d-0d47-416d-a756-13afd1b90eda,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,b514f72c-723d-4875-ad30-636fee9741cc,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,799dabbd-9294-4ab1-a9e1-81a2d38190a4,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,4df10ac9-69cc-4f17-8b27-71828c1301a1,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d2a575a9-1e4d-4184-b997-fb7b620f0f99,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,650065d0-31df-4218-aec3-6025c019a142,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,32da33cc-c11b-418a-82a5-4d34c0e98c02,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,a1359ddd-0710-4009-bec6-0a60cad7fa37,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,159d9cf4-d3f8-45be-a7d1-ae9e4b8b9927,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,1119eda3-6839-4b26-96fa-9ca98570a5f9,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,89ad0c04-ae8f-4f7f-b383-3dc0db449a6e,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,fafc5efa-7fc6-471d-99ad-38e802bc0057,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,0fab6766-07e6-4dee-bbd7-f9cea9ed9c37,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,cfba19fb-fef0-444d-82e9-e4c0a620565f,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b557f24a-c3ab-4626-9b60-f4165622561c,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,26cad02b-2de9-4aa2-8dd8-b90778543133,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ee05f8e8-992b-40d4-b00c-ee72bc93102f,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0b786bcc-085f-4354-b70d-946f45f968d8,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,4ea467dd-24df-4074-97e7-f7b9761cd389,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,0864101c-2450-445a-acf8-3c6b215819f4,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,85f1a41c-2a55-4c5d-846a-dc1afd5e35f2,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,a193f098-8697-40f3-8cbf-48452c58f657,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,542be755-4db5-40b4-b890-ecbf200aff1a,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,a896b418-38bb-4645-b49d-f8c62e91eb22,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,cf385595-c03a-4db4-a569-04e20f5d24ee,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,76ef46e7-147d-4b34-bbbf-2e0915596a9e,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,54b5d23b-dcbd-4f75-99be-680ff0f60e60,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,cf517012-76f9-47d7-9681-da31104d2f03,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,c38ec899-58df-4ed6-97f7-997f3db59db2,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,7925a300-3120-4d5c-a369-60b7d3fdb579,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d73cd13a-7a55-47c1-8952-e5b558f824ec,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,c0939a23-dd79-4b94-8b8a-5b53602e0dd1,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,1fc8f543-be49-426a-ac34-2c03d68669ee,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,566a2161-31cd-41e3-ad09-424cc9e49728,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,cac52712-a99b-4824-9b0d-4bdc5f38adbd,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,f9cba7b3-fb02-4e72-9254-9750f0d50a34,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,10074975-5295-4e18-925d-4541fe33f0b0,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,e745f9d5-57f3-4499-bc96-1c8ce9338e79,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,752c5b3c-1e49-4b9d-97be-23c0b05fbe8b,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9d9b15ee-29af-4938-a1cd-f9c48f1b1d49,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,fa05d1a9-af8e-4660-931e-ddcb5f8f93d7,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,48b37e7f-b8d7-4367-80ad-8d11ab5b7d64,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,b75faa80-6a54-44a5-9c62-15665a1298f0,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,9cc35de8-c362-4157-92c4-6a573aaa205b,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,d1d0e3e2-7bc9-4bf1-aebc-55c43b3392b5,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,43470d19-8c86-49e7-a7a9-86fd2adcf8fa,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,7c59c98d-7961-4209-9be7-89bc7ffc2531,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,c5f3ea8b-2492-4263-a4e9-1f614d254b28,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,83c41552-d610-41a4-9156-8a4b68ca574f,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,d692f1c5-f43a-4c46-b6ce-be63190cfeac,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,11e7502b-c9b9-4ec5-ad83-d2744ebc94c0,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,a8675470-e0d6-44ee-8c14-1a09fdf73584,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,20476e41-df30-4fbf-9f1b-98099ca07b7d,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,b2accb9d-a79e-4e9d-985d-20cb385f5aba,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,92a71390-1869-4e5d-bfc8-5de46383b243,PENDING,,,
calculate-autoconsumption,1,AUTO,cer-plus-schedulers,calculate-autoconsumption,,,c4072c8a-e29d-478c-84d5-3f4b9b605d6e,FAILED,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,34e69ffe-cff4-4f8d-a18e-101fe8337b40,PENDING,,,
generate-consumptions-per-hour,1,AUTO,cer-plus-autoconsumption,generate-consumptions-per-hour,,,21cc317c-d691-418f-8c0c-ed895b152818,IN_PROGRESS,,,
send-email-to-operator,2,AUTO,netido-emailing-service-api,send-email,,,ba99e7b3-33df-4581-94e5-74d882966bc4,PENDING,,,
